SRR4342129_binning.2	{'Translation table': 11, 'GC std': 0.01570814500038769, '# ambiguous bases': 0, 'Genome size': 228381, 'Longest contig': 7209, 'N50 (scaffolds)': 3279, 'Mean scaffold length': 3309.8695652173915, '# contigs': 69, '# scaffolds': 69, '# predicted genes': 225, 'Longest scaffold': 7209, 'GC': 0.5993756048007496, 'N50 (contigs)': 3279, 'Coding density': 0.9597164387580402, 'Mean contig length': 3309.8695652173915}
SRR4342129_binning.20	{'Translation table': 11, 'GC std': 0.012255973958874726, '# ambiguous bases': 0, 'Genome size': 2475470, 'Longest contig': 93102, 'N50 (scaffolds)': 26696, 'Mean scaffold length': 14476.43274853801, '# contigs': 171, '# scaffolds': 171, '# predicted genes': 2538, 'Longest scaffold': 93102, 'GC': 0.5294582442930029, 'N50 (contigs)': 26696, 'Coding density': 0.9400816814584705, 'Mean contig length': 14476.43274853801}
SRR4342129_binning.21	{'Translation table': 11, 'GC std': 0.019694265673080642, '# ambiguous bases': 0, 'Genome size': 915655, 'Longest contig': 8477, 'N50 (scaffolds)': 3575, 'Mean scaffold length': 3604.9409448818897, '# contigs': 254, '# scaffolds': 254, '# predicted genes': 919, 'Longest scaffold': 8477, 'GC': 0.5379569816142543, 'N50 (contigs)': 3575, 'Coding density': 0.9384953940075683, 'Mean contig length': 3604.9409448818897}
SRR4342129_binning.22	{'Translation table': 11, 'GC std': 0.014881678408048932, '# ambiguous bases': 0, 'Genome size': 1958154, 'Longest contig': 73747, 'N50 (scaffolds)': 18830, 'Mean scaffold length': 9939.868020304568, '# contigs': 197, '# scaffolds': 197, '# predicted genes': 2077, 'Longest scaffold': 73747, 'GC': 0.44789378159225474, 'N50 (contigs)': 18830, 'Coding density': 0.9468504520073497, 'Mean contig length': 9939.868020304568}
SRR4342129_binning.23	{'Translation table': 11, 'GC std': 0.015220501352044679, '# ambiguous bases': 0, 'Genome size': 1332779, 'Longest contig': 48419, 'N50 (scaffolds)': 12386, 'Mean scaffold length': 9320.132867132867, '# contigs': 143, '# scaffolds': 143, '# predicted genes': 1339, 'Longest scaffold': 48419, 'GC': 0.4194701447126643, 'N50 (contigs)': 12386, 'Coding density': 0.9544875782106411, 'Mean contig length': 9320.132867132867}
SRR4342129_binning.24	{'Translation table': 11, 'GC std': 0.020683034025756247, '# ambiguous bases': 0, 'Genome size': 5476953, 'Longest contig': 71007, 'N50 (scaffolds)': 5703, 'Mean scaffold length': 5256.192898272553, '# contigs': 1042, '# scaffolds': 1042, '# predicted genes': 5408, 'Longest scaffold': 71007, 'GC': 0.4437208060759331, 'N50 (contigs)': 5703, 'Coding density': 0.9522077330223575, 'Mean contig length': 5256.192898272553}
SRR4342129_binning.25	{'Translation table': 11, 'GC std': 0.01817396707415574, '# ambiguous bases': 0, 'Genome size': 2698262, 'Longest contig': 17412, 'N50 (scaffolds)': 3884, 'Mean scaffold length': 3956.3958944281526, '# contigs': 682, '# scaffolds': 682, '# predicted genes': 3041, 'Longest scaffold': 17412, 'GC': 0.5608969773876665, 'N50 (contigs)': 3884, 'Coding density': 0.9343217967714033, 'Mean contig length': 3956.3958944281526}
SRR4342129_binning.26	{'Translation table': 11, 'GC std': 0.016167838490052676, '# ambiguous bases': 0, 'Genome size': 3680142, 'Longest contig': 24553, 'N50 (scaffolds)': 5130, 'Mean scaffold length': 4848.671936758893, '# contigs': 759, '# scaffolds': 759, '# predicted genes': 4026, 'Longest scaffold': 24553, 'GC': 0.6295458164386049, 'N50 (contigs)': 5130, 'Coding density': 0.9342411243913957, 'Mean contig length': 4848.671936758893}
SRR4342129_binning.3	{'Translation table': 11, 'GC std': 0.032088605421057466, '# ambiguous bases': 0, 'Genome size': 2585399, 'Longest contig': 27291, 'N50 (scaffolds)': 6246, 'Mean scaffold length': 5707.2825607064015, '# contigs': 453, '# scaffolds': 453, '# predicted genes': 2808, 'Longest scaffold': 27291, 'GC': 0.5136514712042513, 'N50 (contigs)': 6246, 'Coding density': 0.915429688028811, 'Mean contig length': 5707.2825607064015}
SRR4342129_binning.4	{'Translation table': 11, 'GC std': 0.01592041840471982, '# ambiguous bases': 0, 'Genome size': 1883432, 'Longest contig': 20256, 'N50 (scaffolds)': 4999, 'Mean scaffold length': 4720.380952380952, '# contigs': 399, '# scaffolds': 399, '# predicted genes': 1778, 'Longest scaffold': 20256, 'GC': 0.48071074506539124, 'N50 (contigs)': 4999, 'Coding density': 0.9043639483665988, 'Mean contig length': 4720.380952380952}
SRR4342129_binning.5	{'Translation table': 11, 'GC std': 0.012845038899427043, '# ambiguous bases': 0, 'Genome size': 1428611, 'Longest contig': 107401, 'N50 (scaffolds)': 53994, 'Mean scaffold length': 30395.978723404256, '# contigs': 47, '# scaffolds': 47, '# predicted genes': 1234, 'Longest scaffold': 107401, 'GC': 0.5416078974612403, 'N50 (contigs)': 53994, 'Coding density': 0.9381413134856165, 'Mean contig length': 30395.978723404256}
SRR4342129_binning.6	{'Translation table': 11, 'GC std': 0.020328278673906314, '# ambiguous bases': 0, 'Genome size': 2878674, 'Longest contig': 23703, 'N50 (scaffolds)': 6045, 'Mean scaffold length': 5677.857988165681, '# contigs': 507, '# scaffolds': 507, '# predicted genes': 2560, 'Longest scaffold': 23703, 'GC': 0.680809289276938, 'N50 (contigs)': 6045, 'Coding density': 0.9051264575287093, 'Mean contig length': 5677.857988165681}
SRR4342129_binning.7	{'Translation table': 11, 'GC std': 0.013821374541159955, '# ambiguous bases': 0, 'Genome size': 2975075, 'Longest contig': 20613, 'N50 (scaffolds)': 4738, 'Mean scaffold length': 4605.3792569659445, '# contigs': 646, '# scaffolds': 646, '# predicted genes': 2722, 'Longest scaffold': 20613, 'GC': 0.5169452870936027, 'N50 (contigs)': 4738, 'Coding density': 0.9164340394779964, 'Mean contig length': 4605.3792569659445}
SRR4342129_binning.8	{'Translation table': 11, 'GC std': 0.04227952534686198, '# ambiguous bases': 0, 'Genome size': 21134422, 'Longest contig': 46468, 'N50 (scaffolds)': 4706, 'Mean scaffold length': 4660.2915104740905, '# contigs': 4535, '# scaffolds': 4535, '# predicted genes': 24519, 'Longest scaffold': 46468, 'GC': 0.3495246285893222, 'N50 (contigs)': 4706, 'Coding density': 0.9571679793277527, 'Mean contig length': 4660.2915104740905}
SRR4342129_binning.9	{'Translation table': 11, 'GC std': 0.023340173900486306, '# ambiguous bases': 0, 'Genome size': 3268228, 'Longest contig': 26954, 'N50 (scaffolds)': 6274, 'Mean scaffold length': 5615.512027491409, '# contigs': 582, '# scaffolds': 582, '# predicted genes': 3014, 'Longest scaffold': 26954, 'GC': 0.618677460691237, 'N50 (contigs)': 6274, 'Coding density': 0.9102375966425843, 'Mean contig length': 5615.512027491409}
